Month,Age,Occupation,Annual_Income,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Customer_ID_Number,Binary_credit_mix,Credit_History_Age_by_year,No Loan,Auto Loan,Credit-Builder Loan,Debt Consolidation Loan,Home Equity Loan,Mortgage Loan,Not Specified,Payday Loan,Personal Loan,Student Loan
4,21.0,13.0,32107.52,9,9,16,3.0,24,0.0,7.04,9.0,1295.13,35.41,0,70.57,113.1,3,330.09,904,0,8.0,0,0,0,0,0,0,1,1,0,1
4,39.0,2.0,68876.12,3,7,16,7.0,5,8.0,12.58,10.0,1286.13,25.73,2,275.23,81.64,2,443.1,3494,0,20.0,0,0,1,1,1,0,1,1,1,0
4,52.0,12.0,32469.29,6,5,9,0.0,15,5.0,1.39,6.0,129.41,37.41,1,0.0,180.29,6,383.59,9947,1,19.0,1,0,0,0,0,0,0,0,0,0
4,30.0,8.0,102215.61,2,5,10,1.0,6,6.0,9.9,,79.67,28.3,1,60.57,270.64,2,767.09,5661,1,31.0,0,0,0,0,0,1,0,0,0,0
2,39.0,6.0,62805.48,6,7,30,5.0,36,22.0,0.85,15.0,1584.95,31.81,0,134.01,401.82,6,278.95,3185,0,20.0,0,1,0,1,0,1,0,0,0,1
2,48.0,3.0,22323.28,0,5,9,4.0,6,13.0,4.2,7.0,533.12,28.84,1,53.86,110.96,6,326.1,9874,1,27.0,0,0,1,0,0,0,1,0,1,0
2,35.0,5.0,125047.24,2,5,9,0.0,11,3.0,7.83,3.0,1223.02,30.81,1,0.0,135.7,1,1172.56,1146,1,27.0,1,0,0,0,0,0,0,0,0,0
1,52.0,8.0,35724.37,5,3,7,4.0,27,12.0,5.15,1.0,18.29,39.97,1,86.14,77.23,2,401.54,1000,1,25.0,0,1,0,0,0,0,0,0,1,0
2,34.0,3.0,99403.32,0,3,11,3.0,13,8.0,-6.28,1.0,904.93,36.49,1,130.62,0.0,5,278.1,5709,1,24.0,0,0,0,0,1,1,0,1,0,0
4,42.0,14.0,17455.0,1,3,4,2.0,7,3.0,11.04,5.0,532.1,33.08,1,24.61,210.93,6,219.61,2097,1,16.0,0,0,0,1,0,0,0,0,0,1
1,43.0,5.0,9956.91,10,7,26,5.0,44,0.0,21.3,,4365.28,33.26,0,27.11,15.97,5,294.5,3518,0,0.0,0,1,1,0,0,1,0,0,0,0
4,27.0,10.0,37983.12,7,5,32,2.0,31,26.0,10.36,11.0,1629.11,26.92,2,50.44,0.0,3,417.63,931,0,9.0,0,0,0,0,1,0,0,0,1,0
1,20.0,9.0,117283.35,0,7,7,3.0,9,7.0,10.27,3.0,1248.12,39.13,1,173.48,,1,968.69,9201,1,19.0,0,0,0,0,0,0,1,1,0,0
1,39.0,5.0,30346.35,5,4,14,7.0,29,0.0,18.8,5.0,523.56,27.13,2,96.72,62.89,2,355.57,72,0,9.0,0,1,0,0,0,1,1,1,1,0
3,27.0,15.0,36589.09,8,4,11,0.0,30,11.0,11.49,8.0,83.53,28.78,2,0.0,313.44,6,259.47,10889,0,29.0,1,0,0,0,0,0,0,0,0,0
3,30.0,9.0,84659.22,8,5,6,1.0,27,13.0,12.55,7.0,704.53,29.19,2,67.04,141.21,2,717.54,3676,0,18.0,0,0,0,0,1,0,0,0,0,0
2,26.0,7.0,17414.72,7,6,15,6.0,10,0.0,17.74,13.0,1899.54,28.65,2,65.37,82.39,4,260.36,8935,0,17.0,0,0,1,0,1,1,0,1,0,0
2,25.0,14.0,86262.2,0,7,5,2.0,22,2.0,9.84,2.0,671.65,29.59,1,127.03,303.39,3,548.43,12094,1,21.0,0,0,0,1,0,0,0,1,0,0
3,20.0,12.0,50513.12,7,6,10,2.0,25,12.0,4.55,8.0,456.26,38.56,1,72.75,240.37,5,390.83,9392,1,33.0,0,0,0,1,0,0,0,1,0,0
3,45.0,5.0,40894.22,5,5,11,0.0,5,0.0,3.07,4.0,1243.45,28.36,1,0.0,127.53,3,454.66,4647,1,33.0,1,0,0,0,0,0,0,0,0,0
4,26.0,1.0,28146.26,6,8,21,5.0,28,0.0,17.91,13.0,4841.16,25.39,2,71.08,67.13,2,371.74,8745,0,6.0,0,1,1,1,1,0,0,0,1,0
2,33.0,2.0,44058.44,1,4,12,3.0,13,2.0,7.16,4.0,837.88,24.46,1,84.47,112.92,5,436.76,12243,1,33.0,0,0,0,0,1,0,0,1,0,0
3,26.0,11.0,141952.76,7,4,16,1.0,29,19.0,11.48,5.0,1498.17,38.89,2,109.76,96.23,1,1206.66,7168,0,29.0,0,0,0,0,0,1,0,0,0,0
4,24.0,12.0,128283.84,1,7,8,4.0,23,6.0,3.98,3.0,1245.58,22.33,0,225.92,945.91,5,195.51,3190,1,19.0,0,0,0,1,1,0,0,1,0,1
2,44.0,15.0,19337.16,5,4,17,1.0,7,19.0,5.9,1799.0,449.37,33.81,2,14.61,97.68,3,294.05,5897,0,19.0,0,1,0,0,0,0,0,0,0,0
3,41.0,13.0,36454.03,4,5,9,2.0,5,0.0,1.63,2.0,688.99,34.68,1,42.52,304.63,6,236.83,12108,0,27.0,0,0,1,0,0,0,0,0,1,0
2,18.0,11.0,65806.24,4,7,20,7.0,10,20.0,12.26,11.0,2301.51,38.34,2,229.42,198.66,6,424.6,5629,0,11.0,0,0,0,1,1,1,1,1,0,0
1,24.0,4.0,39126.01,3,6,11,4.0,5,3.0,3.73,5.0,208.02,38.12,0,71.2,178.07,4,362.08,6342,1,32.0,0,0,1,1,1,0,0,1,0,0
3,30.0,5.0,83576.26,3,4,8,2.0,7,4.0,4.97,4.0,1192.96,33.24,1,112.39,200.18,3,638.7,2192,1,23.0,0,0,0,0,0,0,1,0,0,1
4,43.0,10.0,32176.68,9,8,27,4.0,57,20.0,12.06,,2464.3,33.91,2,59.07,66.02,3,374.85,8579,0,8.0,0,0,0,1,0,1,0,0,1,1
1,38.0,2.0,119877.15,0,5,10,3.0,13,0.0,3.69,4.0,152.07,29.49,1,239.71,491.15,5,543.41,4365,1,17.0,0,0,0,0,1,1,0,0,0,1
3,34.0,13.0,34671.15,4,3,16,2.0,26,17.0,11.27,,1071.97,31.88,2,52.34,94.71,2,366.68,12443,0,22.0,0,1,0,0,1,0,0,0,0,0
4,45.0,3.0,102628.28,5,3,10,1.0,16,14.0,11.47,5.0,103.13,30.33,2,76.91,311.77,5,716.56,2100,0,26.0,0,0,0,0,0,0,1,0,0,0
4,32.0,6.0,42400.7,4,174,5,2.0,24,4.0,6.54,7.0,699.11,26.49,1,45.78,254.41,6,352.56,2864,1,27.0,0,0,0,0,0,1,1,0,0,0
1,27.0,13.0,41160.86,6,9,18,3.0,38,21.0,7.55,8.0,1972.69,31.68,2,76.22,77.4,3,443.5,1403,0,11.0,0,0,0,1,0,0,0,0,0,1
3,35.0,14.0,167075.68,2,4,4,0.0,27,2.0,11.86,2.0,831.37,46.7,0,0.0,275.55,1,1353.84,6431,1,28.0,1,0,0,0,0,0,0,0,0,0
3,41.0,6.0,73226.6,10,5,22,6.0,61,18.0,10.62,8.0,2492.68,30.27,2,270.76,250.16,4,368.31,6905,0,14.0,0,1,0,1,1,0,0,1,0,1
4,42.0,6.0,32019.94,4,5,7,3.0,22,16.0,1.79,6.0,776.31,29.83,1,307.72,0.0,2,383.62,4422,1,17.0,0,0,1,0,0,0,1,0,0,1
3,43.0,8.0,41896.88,5,7,1,4.0,22,9.0,5.9,5.0,317.73,38.63,1,132.32,378.27,5,135.86,1291,1,27.0,0,0,0,0,1,1,1,0,0,1
3,26.0,10.0,14117.27,5,7,5,3.0,14,14.0,18.08,10.0,672.27,23.92,0,32.49,89.43,6,308.11,9535,0,13.0,0,1,0,0,0,0,0,0,1,1
2,54.0,1.0,29988.93,5,5,2663,4.0,2,0.0,3.28,5.0,1253.79,22.24,1,52.59,289.06,6,223.66,8125,1,22.0,0,1,1,1,0,1,0,0,0,0
4,23.0,5.0,16956.9,9,10,23,7.0,16,21.0,9.87,11.0,4144.18,32.13,2,57.55,53.76,5,316.7,8645,0,14.0,0,1,1,0,0,0,0,1,1,0
1,29.0,7.0,59207.56,6,10,29,7.0,31,1805.0,22.61,7.0,4831.4,37.11,2,187.16,146.61,4,453.92,12333,0,5.0,0,1,1,0,0,1,0,1,0,0
2,35.0,7.0,16791.21,6,5,27,7.0,45,13.0,19.14,11.0,3321.22,37.03,2,95.78,,6,249.46,10600,0,2.0,0,1,1,0,0,1,0,1,0,1
3,32.0,2.0,118172.64,0,2,3,4.0,10,8.0,5.71,1.0,701.27,39.88,1,850.17,151.05,2,725.35,247,1,17.0,0,1,0,0,1,0,0,1,0,0
1,35.0,9.0,11938.1,6,4,3446,4.0,5,15.0,9.54,3.0,593.33,31.09,2,20.18,20.35,2,329.25,9157,0,24.0,0,0,0,1,0,0,1,1,0,0
4,46.0,3.0,59873.88,3,5,9,3.0,0,3.0,3.11,5.0,1017.45,27.35,1,117.11,194.38,2,422.16,3986,1,18.0,0,0,1,0,0,0,0,0,0,1
2,26.0,2.0,141477.56,2,1,3,1.0,16,8.0,1.39,3.0,202.48,32.76,1,66.26,746.47,6,678.55,8476,1,15.0,0,0,1,0,0,0,0,0,0,0
3,42.0,6.0,67500.54,7,5,15,5.0,24,8.0,12.47,12.0,1080.51,31.22,2,273.95,202.78,2,337.47,9219,0,8.0,0,1,1,1,0,0,1,0,0,1
2,26.0,15.0,14388.79,6,4,9,1.0,8,10.0,5.6,7.0,632.09,32.57,1,8.86,148.19,6,268.55,8844,1,16.0,0,0,1,0,0,0,0,0,0,0
1,46.0,11.0,132606.69,5,6,7,1.0,12,12.0,6.52,4.0,1063.76,39.79,1,78.91,282.81,2,1017.43,9652,1,33.0,0,0,1,0,0,0,0,0,0,0
4,51.0,10.0,40671.27,2,5,9,3.0,6,5.0,5.21,5.0,467.7,21.97,1,92.71,446.7,6,98.21,11134,1,27.0,0,0,1,0,0,0,0,0,0,0
3,46.0,12.0,20929.29,5,3,9,3.0,10,5.0,1.99,9.0,858.09,33.17,1,40.4,49.72,3,340.29,4447,1,22.0,0,0,0,1,0,0,0,1,0,1
2,25.0,7.0,30555.87,2,6,11,0.0,2,12.0,14.33,5.0,418.79,34.87,1,0.0,128.99,4,418.65,2327,1,22.0,1,0,0,0,0,0,0,0,0,0
1,35.0,1.0,132082.17,3,4,12,3.0,6,7.0,3.59,7.0,1191.15,33.37,1,207.06,158.11,2,1002.31,7482,1,19.0,0,1,0,0,1,0,1,0,0,0
3,24.0,6.0,33065.8,0,7,6,3.0,6,10.0,3.22,7.0,518.79,32.85,1,69.14,40.36,2,409.55,11630,1,22.0,0,1,0,1,1,0,0,0,0,0
1,20.0,9.0,152574.76,2,5,3,3.0,22,0.0,1.62,4.0,754.8,32.76,1,205.48,354.34,2,944.93,8751,1,20.0,0,0,0,0,0,0,1,1,1,0
2,46.0,7.0,63539.66,6,7,19,4.0,7,8.0,15.15,5.0,173.85,23.4,2,206.87,318.09,5,258.34,5196,0,19.0,0,0,0,1,0,0,0,1,1,0
2,37.0,3.0,33540.43,6,3,17,0.0,26,11.0,14.11,10.0,1138.97,36.48,2,0.0,86.44,3,439.06,4269,0,25.0,1,0,0,0,0,0,0,0,0,0
3,56.0,15.0,14311.42,2,7,9,0.0,-1,6.0,9.31,1760.0,541.18,37.43,1,0.0,198.98,6,238.28,8511,1,26.0,1,0,0,0,0,0,0,0,0,0
4,32.0,6.0,20341.87,8,9,34,7.0,28,18.0,20.74,10.0,4006.34,32.69,2,75.54,52.34,6,312.64,1449,0,8.0,0,1,1,0,1,0,0,1,1,0
2,31.0,9.0,112460.88,2,4,9,1.0,29,12.0,10.04,2.0,208.84,33.11,1,86.61,84.4,1,990.36,4198,1,16.0,0,0,0,1,0,0,0,0,0,0
3,43.0,11.0,38456.2,6,4,9,2.0,29,16.0,8.7,3.0,313.26,37.15,0,328.9,153.75,3,375.36,8653,0,25.0,0,0,0,0,0,1,1,0,0,0
4,28.0,14.0,29283.91,3,5,8,2.0,17,4.0,8.33,3.0,309.61,32.85,1,36.21,196.08,5,285.75,4619,1,31.0,0,0,0,0,0,1,1,0,0,0
3,19.0,15.0,18097.46,7,10,18,6.0,22,23.0,3.5,10.0,2439.06,34.6,2,57.58,149.63,6,231.0,4974,0,17.0,0,1,1,0,0,0,1,0,1,0
3,31.0,5.0,24974.35,8,7,4550,0.0,25,11.0,12.58,9.0,331.11,34.29,2,0.0,165.21,4,321.41,7035,0,28.0,1,0,0,0,0,0,0,0,0,0
4,34.0,2.0,31641.76,5,2,3,0.0,2,7.0,8.06,5.0,1277.7,37.42,1,0.0,282.7,6,246.19,4493,1,18.0,1,0,0,0,0,0,0,0,0,0
1,41.0,3.0,59453.48,9,6,32,6.0,58,23.0,31.85,9.0,3280.67,28.3,2,53500.0,663.34,6,,6166,0,2.0,0,1,1,1,0,1,0,0,0,1
1,26.0,1.0,104616.9,7,6,14,4.0,19,9.0,1.59,7.0,1417.84,29.05,1,334.1,298.82,3,475.19,3370,0,18.0,0,0,0,1,0,1,1,0,0,1
4,56.0,13.0,22425.52,3,5,12,2.0,4,3.0,2.93,3.0,1048.32,40.64,0,19.36,54.68,2,377.84,7387,1,28.0,0,0,1,0,0,0,0,1,0,0
1,47.0,5.0,31254.23,0,98,4,4.0,13,2.0,8.94,6.0,783.52,33.38,1,74.5,91.19,2,350.86,2719,1,30.0,0,0,1,1,0,1,1,0,0,0
1,34.0,4.0,89434.35,2,6,7,4.0,11,8.0,6.31,2.0,537.46,30.88,0,244.74,266.28,6,507.17,2799,1,28.0,0,0,1,1,0,0,1,0,0,0
1,32.0,9.0,37302.1,3,2,12,4.0,13,12.0,3.07,5.0,907.73,25.47,1,80.27,0.0,3,440.58,384,1,22.0,0,0,0,1,0,1,1,0,0,0
3,42.0,8.0,28570.38,4,5,4271,1.0,7,11.0,11.2,5.0,1204.12,30.44,2,18.02,85.32,2,377.54,2066,0,22.0,0,0,0,0,0,1,0,0,0,0
4,37.0,6.0,125027.24,4,3,5,1.0,11,6.0,8.58,5.0,836.14,36.36,1,1320.79,761.78,6,462.67,8349,1,21.0,0,1,0,0,0,0,0,0,0,0
3,46.0,3.0,151854.56,3,4,9,3.0,9,2.0,11.42,2.0,1205.6,41.1,1,316.48,500.27,5,707.9,9260,1,16.0,0,1,0,0,0,0,1,0,0,0
4,39.0,4.0,95956.5,8,4,11,2.0,23,10.0,7.94,7.0,1079.73,28.92,1,95.52,437.49,5,574.93,50,0,32.0,0,0,0,0,0,0,0,0,1,1
3,30.0,6.0,122725.48,0,5,1,1.0,12,6.0,5.93,3.0,1080.92,43.45,1,79.27,196.99,2,979.65,10167,1,33.0,0,0,0,0,0,0,0,0,1,0
2,53.0,13.0,51410.98,4,7,16,0.0,8,10.0,1.49,6.0,743.41,37.17,1,0.0,194.73,5,486.5,5332,0,27.0,1,0,0,0,0,0,0,0,0,0
3,53.0,4.0,26766.06,7,5,9,3.0,15,10.0,14.6,2.0,530.27,31.72,2,36.5,138.87,5,340.29,5612,0,22.0,0,1,0,0,0,1,0,0,0,1
3,44.0,10.0,57030.99,7,3,15,2.0,14,17.0,13.88,9.0,2522.86,36.16,2,69.86,62.84,2,615.96,9569,0,17.0,0,0,0,0,1,0,1,0,0,0
2,52.0,7.0,41942.1,0,3,1,1.0,7,10.0,5.26,6.0,1303.34,33.22,0,19.65,191.13,6,414.74,11634,1,33.0,0,0,0,0,0,0,0,0,0,1
4,43.0,11.0,73910.61,3,7,12,0.0,28,19.0,10.18,3.0,1469.17,42.26,0,0.0,128.17,2,721.35,2588,0,19.0,1,0,0,0,0,0,0,0,0,0
2,24.0,13.0,16937.42,4,5,4,1.0,10,-1.0,9.54,2.0,167.57,33.88,1,7.25,123.8,6,275.2,12323,1,22.0,0,0,0,0,1,0,0,0,0,0
1,46.0,6.0,109945.32,8,3,11,0.0,29,15.0,4.31,3.0,480.83,33.71,1,0.0,275.27,2,903.44,2488,0,21.0,1,0,0,0,0,0,0,0,0,0
4,29.0,2.0,87232.86,4,4,20,3.0,29,12.0,12.84,8.0,1169.61,39.05,2,177.53,306.58,5,507.73,9471,0,28.0,0,1,0,0,0,1,0,0,0,0
2,43.0,11.0,99902.37,3,6,1,2.0,0,0.0,10.0,5.0,446.72,33.52,1,97.37,110.77,1,856.78,737,1,16.0,0,0,1,0,0,0,0,0,0,1
1,30.0,10.0,112302.04,4,6,6,3.0,12,12.0,7.39,6.0,734.94,35.49,1,269.76,237.25,1,655.04,11308,1,30.0,0,1,0,0,0,0,0,0,0,1
3,31.0,8.0,146310.68,5,4,9,1.0,3,7.0,11.48,6.0,928.28,27.05,1,72.25,,3,631.13,12459,1,22.0,0,0,0,1,0,0,0,0,0,0
4,33.0,4.0,17416.75,5,6,12,4.0,10,10.0,10.1,1.0,505.44,23.35,1,36.56,62.92,6,314.86,1534,1,31.0,0,0,0,0,0,0,0,1,1,1
1,31.0,8.0,17486.55,9,5,34,2.0,48,0.0,2.82,,2376.4,40.09,2,24.14,100.25,5,294.53,3487,0,6.0,0,0,0,0,0,0,0,0,1,1
2,41.0,9.0,112362.76,4,4,5,4.0,28,23.0,5.86,2.0,1358.65,36.84,1,236.28,549.34,3,402.34,179,0,23.0,0,0,0,0,0,1,0,1,1,0
2,34.0,13.0,15375.98,2,5,3,0.0,10,0.0,3.93,5.0,769.87,32.69,0,0.0,66.81,6,358.02,5286,1,32.0,1,0,0,0,0,0,0,0,0,0
2,21.0,7.0,33214.4,8,6,22,9.0,57,19.0,18.48,9.0,2681.54,34.12,2,226.32,118.53,2,189.44,1718,0,10.0,0,1,0,1,0,1,1,0,1,1
4,19.0,12.0,116336.32,3,3,11,0.0,9,4.0,3.0,6.0,1117.3,45.02,1,0.0,224.92,1,970.45,3617,1,23.0,1,0,0,0,0,0,0,0,0,0
3,42.0,10.0,38919.9,8,7,13,1.0,6,13.0,10.2,0.0,1058.13,37.69,1,22.01,202.83,3,356.69,1998,0,20.0,0,0,0,1,0,0,0,0,0,0
2,24.0,12.0,35880.37,4,1,8,2.0,1,1.0,10.12,2.0,117.91,28.32,1,55.68,79.85,2,420.17,5327,1,21.0,0,0,0,1,1,0,0,0,0,0
2,54.0,8.0,150131.68,5,1,4,0.0,8,0.0,11.49,0.0,1138.36,38.07,1,1494.84,537.03,5,1002.67,12440,1,32.0,1,0,0,0,0,0,0,0,0,0
4,54.0,13.0,21051.14,1,6,8,1.0,6,12.0,7.38,3.0,90.3,28.51,1,15.5,40.87,2,372.76,4387,1,17.0,0,1,0,0,0,0,0,0,0,0
2,52.0,10.0,33346.92,5,3,1,0.0,9,8.0,3.82,1.0,396.63,28.53,1,301.91,158.19,4,411.6,7791,1,16.0,1,0,0,0,0,0,0,0,0,0
3,32.0,6.0,40069.45,3,5,3,2.0,-5,0.0,5.42,6.0,25.16,38.54,1,63.06,53.96,2,494.59,10497,1,25.0,0,0,1,0,0,0,1,0,0,0
1,20.0,6.0,28287.18,4,4,2,1.0,8,8.0,6.87,1.0,1010.16,29.84,1,15.16,147.68,4,330.79,3657,1,18.0,0,1,0,0,0,0,0,0,0,0
1,44.0,2.0,61435.6,8,3,10,2.0,15,11.0,19.67,9.0,412.38,34.24,2,95.58,339.61,3,358.17,11798,0,5.0,0,1,0,0,0,0,0,0,1,0
4,42.0,3.0,147210.68,2,5,5,0.0,5,7.0,10.74,4.0,323.31,42.17,1,0.0,306.86,1,1166.1,2035,1,32.0,1,0,0,0,0,0,0,0,0,0
1,22.0,12.0,47953.86,7,6,27,3.0,16,19.0,8.48,8.0,1601.8,28.87,2,80.92,107.55,2,432.14,2862,0,7.0,0,1,0,0,0,0,0,1,1,0
3,26.0,12.0,74203.38,4,3,19,0.0,10,17.0,12.88,9.0,1360.21,43.67,2,0.0,115.33,2,723.83,7902,0,15.0,1,0,0,0,0,0,0,0,0,0
1,31.0,2.0,9265.5,10,9,24,9.0,45,18.0,24.66,8.0,4301.98,27.76,2,55.5,26.55,6,282.87,2163,0,11.0,0,1,1,0,0,1,0,0,1,1
3,19.0,10.0,76887.92,8,7,25,2.0,24,17.0,3.64,9.0,2485.99,29.08,0,78.63,762.21,6,93.7,8746,0,9.0,0,0,0,0,0,0,0,1,0,0
1,38.0,3.0,19920.93,8,3,11,2.0,21,12.0,18.44,4.0,2645.5,34.35,2,21.04,124.2,5,281.76,2601,0,15.0,0,0,1,0,0,0,1,0,0,0
1,32.0,1.0,65454.36,4,5,14,3.0,7,15.0,7.17,8.0,449.97,30.08,2,130.93,229.55,2,429.58,9868,0,25.0,0,0,0,1,1,0,1,0,0,0
4,44.0,9.0,19418.47,2,4,11,0.0,1,0.0,1.61,,851.53,24.91,1,0.0,158.11,6,267.81,7394,1,26.0,1,0,0,0,0,0,0,0,0,0
1,19.0,3.0,114447.09,4,7,1,3.0,7,12.0,9.97,4.0,1175.67,38.86,1,180.64,359.76,2,675.82,4115,1,22.0,0,0,1,0,0,0,1,0,0,0
3,27.0,9.0,24206.09,7,3,9,3.0,18,15.0,4.61,1.0,1009.38,34.55,1,147.52,99.95,5,300.9,5237,1,31.0,0,1,0,0,0,0,0,0,0,1
2,28.0,1.0,14411.9,6,8,24,7.0,23,18.0,25.8,7.0,3640.4,24.53,2,99.82,135.29,6,216.14,10531,0,9.0,0,0,0,1,0,1,1,0,1,0
3,41.0,13.0,16827.15,7,10,23,9.0,25,21.0,21.99,15.0,2761.57,28.82,2,124.49,53.05,2,233.28,8263,0,6.0,0,0,1,0,1,0,1,1,1,0
1,22.0,11.0,55762.11,6,9,23,7.0,55,16.0,10.24,10.0,2288.18,38.93,2,193.23,58.87,2,456.29,9648,0,7.0,0,0,1,1,1,0,1,1,1,0
3,34.0,13.0,35286.5,6,9,24,910.0,34,22.0,23.69,15.0,1609.58,39.17,2,34.75,45.94,1,452.27,11736,0,7.0,0,0,0,1,0,0,1,0,0,0
1,51.0,1.0,61683.18,4,3,3,4.0,11,6.0,8.29,3.0,629.16,39.64,1,128.38,152.44,3,473.31,3484,1,22.0,0,1,1,0,0,0,0,0,0,1
4,37.0,1.0,43108.4,3,6,8,0.0,22,11.0,11.49,5.0,905.03,31.97,1,0.0,316.59,6,309.65,2444,1,28.0,1,0,0,0,0,0,0,0,0,0
4,32.0,4.0,34217.66,4,3,11,1.0,10,9.0,0.39,4.0,459.1,27.43,1,15.08,58.09,2,456.28,9514,1,25.0,0,0,0,0,0,0,0,0,1,0
3,20.0,2.0,106215.04,6,4,9,3.0,27,18.0,9.71,10.0,1067.77,40.96,2,152.96,163.55,3,802.72,7007,0,24.0,0,0,0,0,0,1,1,1,0,0
2,31.0,6.0,16472.09,4,446,6,0.0,13,7.0,7.4,9.0,727.41,35.74,1,0.0,205.45,6,240.91,3124,1,32.0,1,0,0,0,0,0,0,0,0,0
1,20.0,6.0,20785.0,4,5,4,0.0,1,14.0,0.96,4.0,125.84,26.56,1,177.24,192.98,6,280.73,1369,1,18.0,1,0,0,0,0,0,0,0,0,0
1,24.0,9.0,44438.41,3,2,10,1.0,10,2.0,2.37,9.0,835.14,29.61,0,32.46,112.48,2,502.48,10325,1,30.0,0,0,0,0,1,0,0,0,0,0
3,36.0,3.0,35255.26,2,3,3,4.0,6,6.0,8.24,0.0,88.52,34.26,1,76.88,308.14,6,171.78,7896,1,,0,1,1,0,0,0,1,0,0,1
1,20.0,15.0,42395.16,1,5,8,4.0,2,2.0,11.4,2.0,940.91,37.37,1,135.02,217.96,3,256.22,6439,1,16.0,0,0,0,1,1,1,0,0,0,0
1,56.0,10.0,70114.38,0,4,12,3.0,4,0.0,9.9,3.0,918.89,30.2,0,131.47,171.09,4,535.42,10427,1,25.0,0,1,0,0,1,0,0,0,0,0
2,52.0,4.0,107438.88,6,4,6,2.0,28,16.0,7.01,4.0,1342.37,37.85,1,169.86,468.35,4,555.11,9193,0,33.0,0,0,1,0,0,1,0,0,0,0
3,37.0,3.0,9394.66,7,6,34,6.0,20,18.0,4.58,10.0,1686.78,26.29,2,33.22,53.77,4,242.4,1466,0,7.0,0,0,1,0,1,1,0,0,0,0
4,41.0,6.0,96910.48,7,6,20,2.0,22,19.0,3.47,7.0,456.9,34.14,1,112.54,475.38,6,481.87,1178,0,30.0,0,1,0,0,1,0,0,0,0,0
2,44.0,9.0,82346.16,6,9,18,7.0,51,24.0,7.67,14.0,2341.16,38.85,2,390.71,102.83,1,439.28,4145,0,7.0,0,1,1,0,0,1,0,1,1,1
4,56.0,14.0,40023.81,3,6,5,4.0,13,6.0,0.8,5.0,1137.04,29.51,1,122.99,46.01,1,392.43,3654,1,28.0,0,0,1,1,0,0,0,1,0,1
1,28.0,9.0,155911.4,1,5,11,3.0,25,8.0,2.96,7.0,886.96,36.46,1,370.45,201.42,1,992.79,5859,1,32.0,0,0,1,0,1,0,0,1,0,0
2,51.0,4.0,42153.13,5,4,10,3.0,10,10.0,4.81,7.0,1027.64,38.42,1,79.3,86.84,1,411.63,3745,1,28.0,0,0,0,0,0,0,1,1,0,0
3,25.0,2.0,58511.78,2,1,2,0.0,4,6.0,5.54,1756.0,404.05,38.02,1,0.0,123.09,2,628.61,11639,1,27.0,1,0,0,0,0,0,0,0,0,0
2,46.0,8.0,15682.14,3,4,4,1.0,13,8.0,3.55,4.0,1249.34,33.53,1,8.49,57.3,5,355.5,7948,1,23.0,0,1,0,0,0,0,0,0,0,0
2,37.0,4.0,56169.54,5,7,9,2.0,21,14.0,16.93,10.0,1951.58,38.95,2,49.33,308.05,3,379.0,6012,0,19.0,0,1,0,0,0,1,0,0,0,0
2,23.0,4.0,88133.16,2,4,6,0.0,14,5.0,9.5,,1073.99,27.67,1,0.0,98.98,1,855.76,422,1,26.0,1,0,0,0,0,0,0,0,0,0
4,44.0,8.0,92200.68,2,6,1,1.0,21,6.0,4.67,3.0,936.63,30.12,0,805.55,106.58,1,821.43,4525,1,28.0,0,1,0,0,0,0,0,0,0,0
1,44.0,2.0,102626.97,1,4,2,4.0,2,6.0,7.78,4.0,1179.1,39.82,1,223.41,431.35,6,508.57,1798,1,31.0,0,0,0,0,1,0,1,0,0,1
4,22.0,6.0,22320.32,0,7,9,3.0,23,-1.0,-1.37,4.0,983.12,34.11,1,40.93,67.82,2,337.85,9773,1,19.0,0,1,0,0,0,1,0,0,0,1
1,55.0,10.0,41481.82,1,3,4,3.0,9,4.0,11.68,7.0,650.2,39.46,1,175.43,216.9,6,330.36,8189,1,20.0,0,0,1,1,0,0,1,0,0,0
3,27.0,9.0,156687.16,2,3,7,1.0,1,5.0,5.52,7.0,500.94,29.85,1,80.58,1151.54,5,357.41,4163,1,33.0,0,0,0,0,0,0,0,1,0,0
3,44.0,12.0,14656.4,5,5,15,5.0,12,20.0,7.44,12.0,1328.53,34.04,0,39.2,75.06,6,278.19,11326,0,8.0,0,0,0,1,0,0,1,0,1,1
1,44.0,2.0,37424.09,4,5,5,2.0,1,4.0,3.55,1.0,509.45,31.85,1,62.11,32.57,1,463.59,11055,1,28.0,0,1,0,0,1,0,0,0,0,0
4,27.0,8.0,9045.48,8,7,20,6.0,47,14.0,19.16,11.0,2271.24,25.76,0,63.8,27.75,2,251.66,11839,0,19.0,0,1,0,0,0,0,1,0,0,1
1,38.0,4.0,75069.09,7,6,5,3.0,11,15.0,-0.1,7.0,1088.9,38.79,1,124.65,202.91,5,590.72,10295,1,16.0,0,0,0,1,0,0,0,1,0,1
4,23.0,6.0,16568.58,5,5,23,7.0,26,0.0,17.05,11.0,4556.34,33.45,2,80.98,56.94,3,282.25,2603,0,13.0,0,0,0,1,1,1,1,0,1,1
