Month,Age,Occupation,Annual_Income,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Customer_ID_Number,Binary_credit_mix,Credit_History_Age_by_year,No Loan,Auto Loan,Credit-Builder Loan,Debt Consolidation Loan,Home Equity Loan,Mortgage Loan,Not Specified,Payday Loan,Personal Loan,Student Loan
2,26.0,15.0,14388.79,6,4,9,1.0,8,10.0,5.6,7.0,632.09,32.57,1,8.86,148.19,6,268.55,8844,1,16.0,0,0,1,0,0,0,0,0,0,0
4,36.0,2.0,39944.67,4,3,7,1.0,0,0.0,8.34,1.0,364.95,33.66,1,22.38,32.06,1,517.43,523,1,16.0,0,0,0,0,0,0,0,0,1,0
4,30.0,6.0,14602.16,10,8,33,7.0,46,22.0,18.02,8.0,4205.7,28.19,2,80.65,163.25,6,168.38,4798,0,4.0,0,1,1,1,0,0,1,1,0,1
2,37.0,12.0,65347.32,8,7,16,0.0,19,18.0,18.8,8.0,930.85,38.11,0,0.0,256.15,5,548.31,12153,0,17.0,1,0,0,0,0,0,0,0,0,0
2,22.0,3.0,16472.87,7,5,32,9.0,20,17.0,9.65,12.0,2140.96,41.29,2,66.72,97.07,6,281.68,2220,0,19.0,0,1,0,1,1,1,0,1,1,1
1,21.0,3.0,35149.1,4,6,5,4.0,13,8.0,6.17,4.0,527.39,25.76,0,97.64,91.32,2,354.54,7601,1,20.0,0,1,0,0,0,0,0,0,0,1
3,18.0,7.0,35296.32,7,6,5,4.0,20,12.0,13.91,5.0,902.23,33.01,2,59.17,230.78,4,274.0,6464,0,23.0,0,0,1,1,0,0,1,0,0,0
1,22.0,15.0,12281.04,8,3,15,1.0,17,18.0,12.41,7.0,928.14,26.44,2,76.68,64.94,6,297.88,1616,0,21.0,0,0,0,0,0,0,0,0,0,1
4,38.0,7.0,28771.76,7,7,2682,8.0,28,15.0,29.37,8.0,4044.13,37.44,0,106.71,92.29,2,300.76,7434,0,2.0,0,1,1,1,0,0,0,1,1,1
2,47.0,5.0,83192.64,3,6,1107,2.0,20,0.0,-5.39,0.0,277.75,37.03,0,80.38,110.18,1,760.11,10072,1,23.0,0,0,0,0,0,0,0,1,0,1
2,18.0,3.0,18784.88,8,3,26,7.0,7,17.0,17.08,12.0,2076.13,32.31,0,108.03,88.72,3,200.38,263,0,18.0,0,0,0,1,0,0,0,1,1,1
2,29.0,12.0,12731.78,6,5,8,0.0,18,15.0,12.0,2.0,80.09,37.52,0,0.0,60.9,6,353.8,9376,0,16.0,1,0,0,0,0,0,0,0,0,0
1,32.0,6.0,19853.4,6,5,34,7.0,50,15.0,6.55,12.0,4435.23,35.54,2,89.22,76.55,5,260.58,6610,0,12.0,0,1,0,1,1,0,1,0,0,0
3,47.0,2.0,178814.16,3,7,5,2.0,15,3.0,3.13,4.0,408.64,45.51,1,200.33,290.09,1,1266.3,11787,1,16.0,0,0,0,0,1,0,0,0,1,0
4,42.0,13.0,8833.22,10,7,23,5.0,54,19.0,1.63,14.0,2987.52,31.94,2,34.62,48.12,6,302.87,2554,0,8.0,0,1,1,0,0,0,0,1,1,0
4,26.0,6.0,125597.52,1,3,12,4.0,2,9.0,8.89,4.0,1294.94,39.93,1,1278.19,143.58,1,755.94,5322,1,30.0,0,0,0,1,0,0,1,0,0,1
4,31.0,11.0,11944.68,5,7,6,3.0,28,18.0,6.82,6.0,886.94,38.7,1,19.87,74.28,4,276.89,8893,0,32.0,0,1,0,0,0,0,0,0,0,0
4,20.0,2.0,26922.65,4,7,17,3.0,26,16.0,3.54,4.0,1179.89,27.47,1,58.96,204.87,4,240.53,7012,0,21.0,0,0,0,0,0,0,0,1,0,1
3,51.0,4.0,33346.34,5,3,20,0.0,11,9.0,12.38,6.0,1050.39,25.32,2,0.0,184.92,6,375.46,11756,0,24.0,1,0,0,0,0,0,0,0,0,0
3,21.0,7.0,46246.9,7,5,11,7.0,23,18.0,9.46,,1120.46,27.04,2,223.69,306.02,4,117.88,11186,0,8.0,0,1,1,0,0,0,1,0,0,0
2,22.0,11.0,73675.65,5,4,20,1.0,6,17.0,6.0,7.0,56.92,37.71,2,31.61,252.8,5,602.96,10348,0,32.0,0,0,0,1,0,0,0,0,0,0
1,27.0,10.0,14566.27,6,9,31,5.0,21,13.0,15.26,11.0,3402.82,32.93,2,50.31,116.09,6,243.78,12344,0,2.0,0,1,1,0,1,0,0,1,0,0
1,23.0,7.0,22119.36,2,7,11,2.0,0,0.0,11.92,3.0,1111.07,29.03,1,114.32,192.85,6,256.38,1900,1,26.0,0,1,0,0,0,0,0,1,0,0
3,49.0,10.0,44318.92,6,6,8,0.0,9,9.0,15.55,4.0,1127.35,29.4,2,0.0,125.75,2,473.38,5172,0,29.0,1,0,0,0,0,0,0,0,0,0
3,22.0,6.0,34927.0,6,4,4,0.0,15,19.0,11.36,6.0,1158.55,30.32,1,0.0,152.83,6,429.22,354,1,26.0,1,0,0,0,0,0,0,0,0,0
4,32.0,13.0,49768.71,7,5,18,6.0,28,9.0,7.3,14.0,1428.04,40.77,0,225.69,164.02,3,274.82,4896,0,14.0,0,0,1,1,0,0,0,0,0,1
1,26.0,14.0,70902.06,4,3,5,2.0,6,8.0,4.88,7.0,720.71,27.17,1,59.71,75.5,1,694.64,10612,1,25.0,0,0,0,0,0,0,0,1,1,0
4,39.0,15.0,126514.72,8,7,5,3.0,21,18.0,10.64,2.0,470.42,30.53,1,312.03,389.53,5,612.63,12451,0,30.0,0,1,1,0,1,0,0,0,0,0
3,51.0,12.0,21761.49,5,4,4,3.0,10,13.0,8.77,2.0,830.29,30.84,1,38.79,149.52,6,263.24,9953,0,15.0,0,0,0,1,1,0,0,0,0,0
1,22.0,9.0,99384.72,4,6,10,4.0,5,16.0,9.61,1.0,199.26,31.92,1,44741.0,142.84,1,671.42,2694,0,20.0,0,0,0,0,0,0,1,1,1,0
2,19.0,1.0,8934.62,8,9,18,7.0,17,20.0,22.52,13.0,3991.35,37.02,2,36.43,11.6,3,273.73,8883,0,11.0,0,1,1,0,0,1,1,1,1,0
3,29.0,13.0,19801.99,3,3,17,4.0,24,17.0,10.84,11.0,2010.01,32.18,2,52.37,149.53,6,250.61,4941,0,20.0,0,1,0,0,0,1,1,0,0,0
3,32.0,4.0,9277.25,7,5,25,9.0,41,25.0,24.79,9.0,3804.76,24.74,2,51.49,46.01,6,282.11,2075,0,6.0,0,1,1,1,1,1,0,0,1,1
1,30.0,2.0,21639.39,3,4,7,1.0,26,12.0,15.71,7.0,1066.41,28.75,2,12.13,49.52,3,361.68,9878,0,23.0,0,0,0,0,0,1,0,0,0,0
3,41.0,10.0,35917.12,9,6,34,4.0,47,19.0,5.39,10.0,1523.8,25.84,2,164.95,120.01,6,339.97,9862,0,18.0,0,0,0,0,1,1,0,1,0,0
2,34.0,2.0,19171.68,10,10,34,9.0,41,25.0,7.5,13.0,2092.74,32.1,2,92.59,177.89,6,160.88,1975,0,12.0,0,1,1,0,1,1,1,1,0,0
2,55.0,11.0,111346.92,2,4,8,1.0,3,1.0,8.48,6.0,1044.35,28.05,1,1058.5,0.0,1,926.43,10980,1,30.0,0,0,0,0,0,0,1,0,0,0
2,37.0,4.0,42877.62,9,9,28,2.0,56,0.0,6.87,15.0,2221.29,36.49,2,61.87,132.15,2,400.59,8727,0,19.0,0,0,0,1,0,0,1,0,0,0
3,42.0,3.0,16757.53,7,6,10,1.0,13,17.0,3.41,3.0,1483.41,39.65,1,13.71,106.78,6,282.66,5732,0,17.0,0,0,0,0,0,0,0,1,0,0
3,39.0,8.0,27947.42,7,5,15,2.0,27,18.0,11.04,5.0,1472.05,34.06,2,31.34,72.76,2,394.8,6887,0,32.0,0,1,0,0,0,0,1,0,0,0
2,52.0,4.0,107438.88,6,4,6,2.0,28,16.0,7.01,4.0,1342.37,37.85,1,169.86,468.35,4,555.11,9193,0,33.0,0,0,1,0,0,1,0,0,0,0
4,30.0,7.0,37605.04,9,7,26,6.0,32,19.0,23.8,11.0,3513.18,35.46,2,140.79,185.7,6,250.39,7782,0,11.0,0,1,1,1,1,0,0,0,0,0
3,21.0,11.0,26030.03,4,3,13,3.0,6,23.0,11.7,3.0,595.44,30.99,0,77568.0,200.48,6,265.82,6585,0,31.0,0,0,0,0,1,0,1,1,0,0
4,42.0,11.0,39314.02,7,7,22,5.0,48,14.0,13.75,11.0,2554.65,31.69,2,82.16,322.16,6,204.59,1675,0,12.0,0,0,1,0,1,1,1,0,0,0
1,44.0,12.0,14656.4,5,5,15,5.0,12,20.0,10.44,12.0,1328.53,28.48,2,39.2,41.12,2,272.12,11326,0,8.0,0,0,0,1,0,0,1,0,1,1
3,32.0,6.0,40069.45,3,5,3,2.0,-5,0.0,5.42,6.0,25.16,38.54,1,63.06,53.96,2,494.59,10497,1,25.0,0,0,1,0,0,0,1,0,0,0
1,41.0,1.0,119612.28,3,1,3,0.0,13,11.0,11.83,1.0,1274.05,41.61,1,0.0,544.25,5,735.72,11967,1,19.0,1,0,0,0,0,0,0,0,0,0
2,29.0,12.0,144686.0,8,5,5,7.0,16,17.0,16.07,9.0,605.05,27.05,2,23339.0,346.85,4,335.24,7928,0,11.0,0,1,0,1,1,0,1,0,0,0
3,18.0,1.0,51312.9,10,8,29,4.0,39,15.0,17.0,10.0,1498.55,31.6,2,146.71,229.02,6,356.78,11938,0,9.0,0,0,1,1,1,0,0,0,0,0
4,24.0,7.0,78133.6,5,7,17,4.0,8,8.0,12.88,8.0,1055.06,27.98,2,172.49,44.78,1,686.35,4779,0,15.0,0,1,0,1,0,0,0,1,1,0
4,54.0,1.0,33476.83,4,1,7,0.0,15,13.0,3.26,,1274.12,34.58,0,78934.0,44.01,1,449.47,6328,1,28.0,1,0,0,0,0,0,0,0,0,0
2,30.0,12.0,67188.58,5,7,9,3.0,6,2.0,3.84,,1370.98,38.1,1,145.93,156.14,5,553.73,9159,1,19.0,0,0,1,1,0,0,1,0,0,0
4,23.0,4.0,43568.84,4,6,5,1.0,6,6.0,2.25,4.0,1389.9,24.79,1,27.82,273.08,4,354.38,4451,1,28.0,0,0,0,0,0,0,1,0,0,0
2,40.0,3.0,43922.32,2,6,6,3.0,0,10.0,5.67,4.0,233.83,33.79,1,66.54,64.15,1,496.23,7695,1,23.0,0,0,0,0,0,0,1,0,1,1
3,37.0,2.0,40327.81,1,3,7,3.0,14,10.0,1.76,5.0,424.5,24.77,1,87.97,273.33,4,253.77,5585,1,24.0,0,1,0,0,0,0,0,0,1,0
1,27.0,1.0,92565.81,4,5,14,1.0,16,0.0,10.95,,1236.76,33.24,1,55.26,159.38,1,812.44,5804,0,16.0,0,0,0,0,0,0,0,0,1,0
3,37.0,15.0,112080.48,2,4,7,2.0,4,12.0,5.69,3.0,1360.45,26.38,1,105.36,600.31,3,475.43,2767,1,21.0,0,0,0,1,0,0,0,1,0,0
4,25.0,1.0,54843.69,6,7,32,9.0,56,22.0,17.83,8.0,4896.0,25.5,2,312.26,553.05,6,,3961,0,10.0,0,1,1,1,0,0,0,1,1,1
3,22.0,6.0,88463.25,5,3,6,6.0,17,9.0,11.66,6.0,827.79,33.25,2,243.36,798.88,6,8.76,2550,0,7.0,0,1,0,1,0,0,0,1,1,1
1,24.0,5.0,36580.66,8,5,15,0.0,8,10.0,4.21,3.0,716.33,28.8,1,0.0,137.47,4,425.17,4785,0,17.0,1,0,0,0,0,0,0,0,0,0
2,21.0,9.0,86584.74,5,5,9,3.0,9,9.0,2.93,2.0,19.36,41.08,1,203.61,313.95,6,495.27,10113,1,18.0,0,0,1,0,0,0,0,1,1,0
4,37.0,3.0,101316.64,3,6,9,939.0,16,18.0,11.92,7.0,559.18,29.15,1,166.27,512.69,4,443.64,12347,0,19.0,0,0,1,0,0,0,0,1,1,0
3,32.0,8.0,44498.78,4,5,18,3.0,17,8.0,11.73,8.0,1131.03,40.23,2,92.44,0.0,1,438.22,3628,0,25.0,0,0,0,0,0,1,0,1,0,1
2,31.0,2.0,8845.96,7,10,26,5.0,38,25.0,1.33,10.0,1422.97,24.75,0,33.95,25.25,2,275.41,11840,0,16.0,0,0,1,0,1,1,0,0,0,0
1,26.0,7.0,43802.1,10,5,33,6.0,42,5.0,4.52,9.0,2156.04,32.35,2,167.9,355.45,5,103.47,7264,0,10.0,0,0,1,1,1,1,0,1,0,0
1,23.0,3.0,14128.68,4,4,9,2.0,6,18.0,14.32,5.0,314.56,28.5,2,12.08,91.57,6,274.8,11241,0,20.0,0,0,0,0,0,0,0,1,0,1
4,23.0,6.0,36270.25,2,3,10,0.0,28,6.0,14.59,0.0,220.62,38.87,1,0.0,59.01,2,475.65,8424,1,23.0,1,0,0,0,0,0,0,0,0,0
2,39.0,15.0,46477.56,7,10,24,6.0,46,22.0,6.67,12.0,1799.87,34.21,2,212.25,144.9,2,298.76,11431,0,9.0,0,1,1,1,0,0,0,1,0,1
1,22.0,3.0,21419.85,3,3,12,2.0,8,0.0,0.67,3.0,307.94,35.63,1,25.35,33.26,3,352.39,10870,1,28.0,0,0,0,1,0,0,1,0,0,0
3,26.0,3.0,30827.58,5,4,6,0.0,22,16.0,5.65,7.0,778.02,26.94,1,384.7,279.97,6,291.13,3875,1,27.0,1,0,0,0,0,0,0,0,0,0
2,39.0,9.0,56483.64,8,3,10,3.0,23,16.0,5.72,4.0,213.93,35.83,1,87.74,83.04,1,559.32,9790,1,23.0,0,0,0,1,0,1,1,0,0,0
2,45.0,4.0,95569.2,4,4,8,4.0,12,15.0,3.15,4.0,397.06,39.24,1,270.84,514.65,5,297.03,11969,1,33.0,0,1,0,1,1,0,0,0,1,0
4,53.0,13.0,32012.4,1,1,3,1.0,1,5.0,7.03,3.0,1097.83,35.32,1,20.64,60.62,3,416.8,1185,1,27.0,0,0,1,0,0,0,0,0,0,0
3,38.0,2.0,126780.48,7,4,19,0.0,11,17.0,6.22,3.0,421.38,43.07,2,0.0,181.94,1,1102.36,8214,0,26.0,1,0,0,0,0,0,0,0,0,0
2,18.0,8.0,73128.0,5,6,20,1.0,11,10.0,15.63,6.0,1237.13,31.69,2,42.37,706.5,6,120.74,7065,0,20.0,0,1,0,0,0,0,0,0,0,0
1,27.0,15.0,18771.54,10,6,24,5.0,34,20.0,17.17,16.0,3796.48,38.19,0,46.6,103.93,5,296.5,9073,0,10.0,0,0,1,1,0,0,1,0,1,1
4,44.0,15.0,80562.56,4,3,7,3.0,13,5.0,7.79,,88.98,25.67,1,136.89,132.19,1,629.67,4467,1,32.0,0,1,0,0,0,0,0,0,1,0
3,19.0,2.0,38029.86,10,9,18,5.0,19,20.0,29.72,16.0,2850.68,26.07,2,111.5,110.57,2,331.14,2784,0,11.0,0,1,1,1,0,1,0,0,0,0
2,20.0,2.0,59923.89,10,10,15,2.0,52,11.0,14.47,11.0,2497.36,39.03,2,94.82,128.9,2,504.65,5674,0,18.0,0,0,0,0,0,0,1,1,0,0
4,37.0,11.0,130220.08,6,3,14,3.0,23,14.0,-1.83,79.0,410.1,34.63,2,245.92,386.25,2,731.99,11390,0,30.0,0,0,0,1,1,0,0,0,1,0
3,46.0,2.0,24199.24,3,7,6,1.0,30,12.0,0.67,4.0,784.35,28.37,1,13.89,170.1,6,301.17,142,1,21.0,0,0,1,0,0,0,0,0,0,0
2,53.0,6.0,34053.4,1,2,9,3.0,1,3.0,4.95,7.0,1254.14,27.0,1,55.25,344.38,6,157.45,9987,1,26.0,0,0,0,1,0,1,0,0,0,0
3,29.0,11.0,69194.98,3,4,16,0.0,27,0.0,14.43,10.0,911.82,26.79,2,0.0,162.07,2,653.66,6944,0,19.0,1,0,0,0,0,0,0,0,0,0
1,54.0,6.0,14475.14,8,3,13,4.0,26,11.0,3.8,6.0,609.66,37.39,2,33.59,14.51,1,301.13,11599,0,21.0,0,0,0,1,1,0,0,0,1,0
3,44.0,12.0,67857.8,8,10,32,3.0,29,14.0,13.71,9.0,1497.68,30.46,2,116.06,73.46,2,610.36,4991,0,17.0,0,0,0,0,0,1,0,0,1,1
1,32.0,1.0,81166.86,7,4,7,2.0,19,15.0,7.5,10.0,1353.18,28.41,2,135.1,187.07,5,631.42,2530,0,12.0,0,0,0,0,0,1,0,1,0,0
3,23.0,4.0,90794.28,5,4,5,3.0,24,14.0,8.34,9.0,622.21,33.54,2,166.92,,2,664.92,10007,0,18.0,0,0,0,0,0,1,1,0,0,1
3,28.0,11.0,32928.36,5,6,20,0.0,21,13.0,6.31,1.0,781.1,35.76,2,31584.0,0.0,5,484.88,4233,0,30.0,1,0,0,0,0,0,0,0,0,0
2,47.0,9.0,29819.42,7,5,16,4.0,9,9.0,9.64,8.0,1379.69,29.89,1,89.16,108.76,6,333.47,8149,0,25.0,0,0,1,1,0,0,0,1,1,0
4,23.0,4.0,15148.68,10,10,28,5.0,28,0.0,9.39,16.0,4154.81,34.89,2,49.08,37.79,5,301.36,5278,0,13.0,0,1,1,1,0,0,1,0,0,0
4,33.0,1.0,123523.6,1,2,3,4.0,0,13.0,8.09,7.0,493.08,38.09,1,342.31,,1,713.01,8195,1,25.0,0,0,1,0,0,1,0,1,0,0
2,21.0,12.0,88434.96,7,4,9,2.0,19,14.0,8.64,1873.0,189.1,26.81,2,143.64,761.58,5,122.64,5701,0,23.0,0,0,0,0,0,1,0,0,0,1
4,43.0,7.0,44705.1,7,10,19,2.0,25,10.0,11.65,16.0,2026.71,37.67,2,53.02,100.02,1,472.59,12132,0,8.0,0,0,0,0,0,0,1,0,0,1
4,29.0,7.0,34798.03,0,5,12,1.0,7,11.0,8.72,1.0,1214.29,36.08,1,364.91,84.79,2,459.96,10844,1,32.0,0,0,0,1,0,0,0,0,0,0
1,32.0,8.0,16383.26,6,4,10,5.0,7,17.0,17.81,5.0,1571.79,27.28,2,39.58,162.36,6,219.59,6131,0,13.0,0,1,1,1,0,0,0,1,0,1
4,34.0,8.0,40067.1,3,6,11,1.0,0,9.0,14.33,1.0,1109.77,40.71,1,18.86,152.44,5,432.49,3718,1,32.0,0,0,0,1,0,0,0,0,0,0
1,31.0,6.0,13815.32,5,5,4,0.0,6,13.0,0.52,5.0,565.72,25.67,1,0.0,51.66,6,351.67,9841,0,30.0,1,0,0,0,0,0,0,0,0,0
4,24.0,12.0,102594.9,3,4,11,0.0,10,0.0,1.82,5.0,416.11,30.27,0,0.0,208.2,3,890.96,11751,0,19.0,1,0,0,0,0,0,0,0,0,0
2,39.0,9.0,33498.79,2,4,9,2.0,8,7.0,-3.95,5.0,646.04,40.55,1,32.3,30.07,1,477.19,10098,1,31.0,0,0,0,0,1,0,0,0,0,1
4,25.0,1.0,69905.36,6,5,14,3.0,21,19.0,5.59,1.0,1216.15,24.15,1,160.9,581.72,5,146.42,7718,0,21.0,0,0,1,0,0,0,0,0,0,1
4,36.0,12.0,27909.81,5,5,1417,1.0,12,21.0,4.29,5.0,1128.36,25.91,1,21.48,65.43,2,420.57,6568,1,22.0,0,0,0,0,0,1,0,0,0,0
1,25.0,10.0,20196.67,9,9,17,7.0,49,21.0,26.96,11.0,2971.91,39.39,2,66.81,26.56,1,314.53,3083,0,6.0,0,0,1,0,1,0,1,0,1,1
1,33.0,8.0,41757.44,6,8,27,3.0,59,21.0,8.76,9.0,1360.45,29.31,2,100.07,189.28,6,332.42,7673,0,18.0,0,0,1,0,0,0,0,0,1,0
4,31.0,9.0,20804.18,10,8,22,8.0,32,0.0,21.44,13.0,3804.18,38.48,2,134.89,49.81,5,246.87,6971,0,13.0,0,0,1,0,1,0,0,1,1,0
4,41.0,8.0,36963.52,9,10,23,8.0,54,23.0,1.27,17.0,2518.8,28.59,2,203.6,74.29,1,252.34,1077,0,14.0,0,0,1,1,1,1,1,1,0,1
2,51.0,6.0,109600.95,4,7,1,3.0,14,7.0,3.93,3.0,141.08,31.23,1,252.46,143.01,1,778.17,5781,1,19.0,0,0,0,0,0,1,0,1,1,0
1,31.0,12.0,10300.9,3,7,17,2.0,6,0.0,2.08,5.0,833.93,35.45,1,15.1,59.65,6,284.79,5281,0,21.0,0,0,0,1,0,0,1,0,0,0
3,18.0,7.0,38505.32,7,4,10,4.0,11,14.0,17.09,5.0,2159.19,26.52,2,214.66,182.46,5,333.09,10966,0,10.0,0,0,1,1,0,1,0,0,0,1
1,43.0,10.0,20397.26,4,4,7,2.0,22,13.0,11.16,8.0,2264.71,23.21,2,19.38,78.09,4,339.6,592,0,9.0,0,0,0,0,0,0,0,0,1,0
2,32.0,8.0,20558.68,10,7,25,5.0,25,18.0,9.25,12.0,2079.91,29.85,2,85.09,239.2,6,155.64,10116,0,16.0,0,1,1,0,0,1,0,0,0,1
3,41.0,9.0,35218.52,1,2,3,2.0,7,12.0,4.03,0.0,961.92,26.37,0,38.68,104.56,5,456.35,3706,1,24.0,0,0,1,0,1,0,0,0,0,0
2,25.0,7.0,71172.68,4,5,11,2.0,20,17.0,1.32,6.0,193.48,36.64,1,695.85,77.28,2,647.19,9337,1,26.0,0,1,0,0,0,0,0,0,1,0
3,21.0,5.0,15838.8,10,8,23,6.0,62,21.0,18.3,6.0,2289.44,32.54,2,49.17,30.11,3,322.31,1352,0,9.0,0,1,0,1,0,0,0,1,1,0
1,41.0,15.0,76881.84,3,7,6,1.0,-1,7.0,12.03,9.0,257.87,34.18,1,61.44,143.75,1,687.79,12230,1,27.0,0,0,0,0,0,0,1,0,0,0
1,25.0,1.0,84880.65,5,6,14,0.0,28,13.0,2.23,9.0,1344.85,27.77,1,0.0,535.13,4,468.21,815,0,24.0,1,0,0,0,0,0,0,0,0,0
2,38.0,15.0,14025.88,4,5,6,4.0,28,13.0,3.47,9.0,447.92,27.34,1,38.25,92.31,6,247.12,5584,0,32.0,0,0,0,1,0,0,1,1,1,0
1,35.0,7.0,50010.9,7,10,17,6.0,16,20.0,1.36,9.0,3399.01,31.91,2,211.96,,6,207.69,7953,0,4.0,0,1,1,1,1,0,0,0,0,1
4,33.0,9.0,85426.68,3,6,5,0.0,11,9.0,1.91,4.0,1187.02,34.29,1,0.0,351.99,6,640.5,9667,1,30.0,1,0,0,0,0,0,0,0,0,0
3,36.0,4.0,37485.37,5,6,1,0.0,8,4.0,4.79,4.0,339.17,27.49,1,0.0,90.92,3,503.36,4937,1,18.0,1,0,0,0,0,0,0,0,0,0
1,28.0,13.0,43139.76,8,7,27,7.0,33,19.0,8.41,12.0,2449.21,34.27,2,169.88,0.0,6,289.43,5899,0,17.0,0,0,0,1,0,1,1,0,1,1
2,40.0,14.0,52742.91,4,7,15,3.0,17,14.0,13.79,14.0,1645.23,27.94,2,76.64,113.49,2,504.0,1982,0,12.0,0,0,0,0,0,1,1,0,0,1
1,29.0,1.0,71498.38,4,6,8,0.0,15,7.0,7.29,888.0,972.14,32.87,1,0.0,339.53,5,550.49,9567,1,25.0,1,0,0,0,0,0,0,0,0,0
4,33.0,15.0,73615.36,6,9,15,9.0,56,19.0,8.48,11.0,4867.95,39.26,2,364.51,97.77,1,377.58,5843,0,8.0,0,1,1,1,1,1,0,1,1,0
2,27.0,7.0,35664.22,9,7,17,5.0,27,14.0,3.24,11.0,4259.04,38.11,2,137.88,88.28,3,302.43,7311,0,2.0,0,0,1,1,1,0,0,1,0,0
2,30.0,3.0,34378.87,6,5,6,0.0,5,19.0,8.7,10.0,1020.66,39.92,2,0.0,81.29,5,500.2,5263,0,17.0,1,0,0,0,0,0,0,0,0,0
3,46.0,10.0,34652.7,6,7,14,3.0,5,0.0,7.56,4.0,1096.33,28.52,0,64.68,108.26,3,384.63,4572,0,20.0,0,0,0,0,0,0,0,1,1,0
2,33.0,10.0,14834.98,7,5,17,6.0,35,19.0,8.52,6.0,4183.81,34.28,2,55.21,,3,252.71,6262,0,12.0,0,1,1,0,0,1,0,0,0,1
1,36.0,5.0,89891.43,8,3,8,0.0,24,8.0,6.98,3.0,1468.45,34.75,1,0.0,202.89,3,803.1,6738,0,16.0,1,0,0,0,0,0,0,0,0,0
4,18.0,3.0,14160.58,7,7,14,0.0,25,16.0,18.46,12.0,670.02,25.27,2,0.0,50.08,3,316.63,6908,0,25.0,1,0,0,0,0,0,0,0,0,0
4,48.0,13.0,58210.38,2,5,3,4.0,13,12.0,8.47,5.0,311.9,38.9,1,534.09,98.55,1,474.41,8803,1,22.0,0,0,0,1,0,0,0,0,1,0
2,28.0,1.0,35854.31,7,4,7,5.0,21,17.0,13.52,8.0,162.45,33.9,2,125.87,19.41,1,368.5,8010,0,7.0,0,1,0,1,0,0,0,0,1,1
2,34.0,7.0,31155.48,7,4,21,5.0,26,20.0,12.48,10.0,2598.3,27.5,2,76.92,41.62,2,384.19,11524,0,20.0,0,1,0,1,1,1,0,0,0,1
2,45.0,12.0,21484.04,5,3,8,3.0,25,11.0,1.08,9.0,939.2,30.45,1,33.16,133.68,6,330.5,596,1,26.0,0,0,0,0,0,1,0,0,1,0
3,18.0,6.0,19457.5,5,7,15,1.0,7,17.0,17.11,6.0,198.06,25.85,2,9.01,54.67,4,396.76,11009,0,25.0,0,0,0,0,1,0,0,0,0,0
3,31.0,11.0,14656.14,6,8,16,8.0,53,21.0,26.0,17.0,3443.36,32.46,2,68.91,66.43,6,253.89,11911,0,11.0,0,0,1,1,0,0,0,1,1,1
3,19.0,3.0,19135265.0,10,8,18,4.0,40,15.0,2.94,16.0,2474.96,26.11,0,178.06,376.27,3,277.84,4869,0,11.0,0,0,0,0,0,1,0,1,0,1
4,41.0,15.0,20081.52,6,6,22,2.0,29,13.0,9.11,13.0,2468.95,29.19,2,30.87,132.9,6,271.68,998,0,18.0,0,0,0,1,0,0,0,0,0,0
2,21.0,13.0,93143.58,4,4,10,5.0,21,20.0,14.67,7.0,1354.48,38.07,2,261.99,441.21,3,315.3,9413,0,8.0,0,0,1,1,0,1,0,0,0,1
3,27.0,11.0,16038.69,8,7,16,7.0,26,10.0,13.5,9.0,1975.78,24.89,2,79.94,0.0,3,238.19,4402,0,17.0,0,0,1,1,0,1,0,1,0,1
4,32.0,9.0,16923.73,10,7,19,9.0,29,20.0,25.76,12.0,2882.5,27.2,2,93.95,117.19,5,212.59,5039,0,4.0,0,1,0,1,0,1,1,1,1,0
3,25.0,12.0,44328.22,4,6,1,4.0,2,3.0,9.7,2.0,616.4,25.47,0,84.31,231.92,6,344.78,7151,1,30.0,0,0,1,1,0,0,0,0,1,0
4,22.0,2.0,67518.81,8,5,8,1.0,9,12.0,9.88,5.0,264.7,27.93,0,28.66,177.2,3,590.7,3213,0,23.0,0,0,0,0,0,0,0,0,1,0
1,26.0,14.0,15549.06,6,6,17,2.0,48,16.0,18.2,9.0,2063.91,26.52,2,20.17,114.36,6,314.45,8258,0,17.0,0,0,0,0,0,0,0,0,1,1
3,32.0,7.0,120348.8,7,5,8,4.0,29,16.0,14.98,4.0,166.0,29.29,2,299.08,113.2,1,854.52,933,0,31.0,0,1,0,0,0,1,0,1,1,0
3,28.0,3.0,38726.47,0,4,10,0.0,7,11.0,8.59,5.0,259.59,32.25,1,0.0,95.01,2,501.71,8535,1,22.0,1,0,0,0,0,0,0,0,0,0
2,31.0,10.0,143570.8,1,4,5,2.0,20,-2.0,8.34,2.0,1331.5,42.7,1,123.31,242.12,2,1084.59,10342,1,32.0,0,0,1,0,0,0,1,0,0,0
1,32.0,1.0,122503.12,3,7,7,0.0,29,20.0,10.32,5.0,333.32,30.31,1,0.0,665.51,5,612.75,11589,1,17.0,1,0,0,0,0,0,0,0,0,0
1,45.0,15.0,120260.2,4,5,14,1.0,14,17.0,18.5,4.0,1436.96,40.43,2,53.16,374.99,5,842.32,492,0,21.0,0,0,0,0,0,1,0,0,0,0
